Sentiment,Tweet
0,"b""@rupasubramanya @SenatorBrakey This is demented!\nPathetic, public, posturing - that harms #Ukraine.\nYou can't impose political positions upon people.\nIt's also ignorant.\nIt would be dangerous for Daniil, and his family in authoritarian #Russia,for him to publicly declare that he opposes #Putin."""
0,"b'Units of the #Russian Armed Forces, having crossed the #Kashlagach River, broke through the defence of #Aidar battalion and advanced 5 kilometers, reached Shakhterskoye-Novoukrainka line.\n\n#Ukraine'"
0,"b'Starmer\xe2\x80\x99s next #PMQs Q: I recently guaranteed the PM the full support of  @UKLabour in #Ukraine. At last wk\xe2\x80\x99s @Conservatives Spring Conf, he compared Russia\xe2\x80\x99s invasion of Ukraine to #Brexit &amp; said the Lab Party would raise a white flag to #Putin. Will he withdraw those comments?'"
0,"b'but the Lord will be the hope of his people, and the strength of the children of Israel.\n\nJoel 3:15\n\n#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow #Ukraine #Kyiv #Mariupol #Zelenskyy #Kharkiv #Odessa #Kramatorsk'"
0,"b'Abeg, guys na only #Russia get ammunition for war, #Ukraine no even drop a bullet in #Russia  land or on #Russia soldiers on any News.\nPlease \xf0\x9f\xa5\xba if you get the news share am with us @ShehuSani @dino_melaye'"
1,"b'#Ukraine we are witnessing our most brilliant french diplomats, politicians &amp; intellectuals desolidarising themselves from @POTUS #Biden who should now seriously start to prioritize the safety of his own people. Telll your friends : De-escalate.'"
1,b'@POTUS if we are truly supporting #Ukraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 explain to Americans why our embassies are turning #UkrainianRefugees away when their closest relatives are Americans? \n\n#RealActionNotLipService \n#ClosetheSkyoverUkraine \n#SendThePlanes'
0,"b'@mobilisingniger Africa will mostly deplore the invasion of #Ukraine by a UNSC member and nuclear power, but may not \xe2\x80\x9cpick a side\xe2\x80\x9d in the sense demanded by Ambassador Thomas-Greenfield of lining up alongside those who have played their own part in the unfolding and avoidable tragedy.'"
0,b'.. and the heavens and the earth shall shake: \n\nJoel 3:15\n\n#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow #Ukraine #Kyiv #Mariupol #Zelenskyy #Kharkiv #Odessa #Kramatorsk'
1,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
1,"b'One day, we will have to explain to our grandkids how we were able to just watch what happened in #Ukraine.\nOur excuses will sound just as hollow to them as the excuses of European grandparents sounded when we asked them about Hitler.\nWe should be ashamed.'"
1,"b'In 3 weeks Putin has destroyed Mariupol - a beautiful port city of nearly half a million, along with many of its inhabitants, and many other cities besides. He is a war criminal plain and simple #Ukraine #Mariupol'"
0,b'@lucyallan @BorisJohnson What comparing the cold blooded murder of civilians in #Ukraine with #Brexit? Are you utterly devoid of any intelligence? @DominicRaab will you be doing the #media rounds tomorrow \xe2\x80\x98standing by your man\xe2\x80\x99 as usual? #CloseTheSky #UkraineUnderAttack'
0,"b'International community in the @UN should be calling for a POWs mission in order to supervise detainment conditions of the 500+ and counting Russian military captives in #Ukraine, as an excuse to deploy Blue Helmets to the #war zone. Russian objection will be telling.'"
1,b'Fuck princess Putin. \xf0\x9f\x92\x81\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f I hope you die shitting out a tape worm with razor blades for teeth and those you have murdered in your act to feel pretty kick your ass to hell. \xf0\x9f\x96\x95\xf0\x9f\x8f\xbc.  #GloryToUkraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #Ukraine #UkraineAnimals #UkraineUnderAttack \xf0\x9f\x87\xba\xf0\x9f\x87\xa6'
0,b'@CharlieBrinkle2 @kinga_valentino @ABreakingWorld rtd with quote \n#AndreaCisternino  \n#Ukraine \n#Anipals\n#help'
1,"b'@FORSCOM @GeneralMXG @USArmy @NCDMVA @uncfsu @ArmyChiefStaff General, agree with me that armed drones are advanced enough to be war-determined. Yes\n Instead of Mig29, send Ukraine a lot of armed drones.\n#FreeUkraine #Ukraine'"
0,"b'They have turned to using big tech, social media, legacy media, paid \xe2\x80\x9cinfluencers\xe2\x80\x9d to smear, slander, censor and defame those who hold with a different view regarding #Russia and #Ukraine . The goal is total information control, and total thought control.'"
1,"b'Night Prayer:\nChrist, as a light illumine &amp; guide me. Christ, as a shield overshadow me. Christ under me; Christ over me; Christ beside me, on my left &amp; my right: The #peace of all peace be mine this night.\npray 4 #Ukraine #mariupol #Russia #NATO #USA #EU #Mykolaiv #Kiev #Poland'"
1,b'The destructions of lives and properties in #RussiaUkraineWar is heart wrenching.\nThey should end the war through dialogue pls. #UkraineRussianWar #Ukraine #Russia'
0,"b'So, the Greased Albino Piglet compared the reason that #Ukraine is fighting to the death for the right to join the #EU is the same as the reason #PutinWarCriminal split the #UK from the EU, with the help of @BorisJohnson.\nMonty Python should sue!\n#ToryRussianMoney #ToryTraitors'"
0,b'More than 50 dead bodies have been recovered from under the debris of a military barrack in Mykolaiv which had suffered a missile strike on 18 March. \xe2\x80\x93 State Emergency Service #Ukraine #UkraineRussianWar #StopWar'
0,b'\xe2\x80\xbc\xef\xb8\x8f ATTENTION! Air raid sirens in Kyiv!\xe2\x80\xbc\xef\xb8\x8f \n\nPlease proceed to the shelters! 0:05 #kyiv #ukraine #war #alert #sirens'
0,"b'@robsawyer70 And in 2022, #Ukraine !!'"
0,"b'The Lord also shall roar out of Zion, and utter his voice from Jerusalem;...\n\nJoel 3:15\n\n#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow #Ukraine #Kyiv #Mariupol #Zelenskyy #Kharkiv #Odessa #Kramatorsk'"
1,b'A few right wingers hurting this morning and they\xe2\x80\x99re starting to have a go at me about the #Ukraine flag.\n\nIt must be hard to live your life as a stupid person.'
0,"b'UNSC Resolution No. 2216 was taken 18 days after the start of the US-Saudi war on #Yemen ,meaning that the procedures for imposing an air&amp;sea blockade actually began before the resolution was issued\n#EndTheSiegeOnYemen\n#\xd8\xa7\xd8\xb1\xd9\x81\xd8\xb9\xd9\x88\xd8\xa7_\xd8\xa7\xd9\x84\xd8\xad\xd8\xb5\xd8\xa7\xd8\xb1_\xd8\xb9\xd9\x86_\xd8\xa7\xd9\x84\xd9\x8a\xd9\x85\xd9\x86 \n#Ukraine \n#Russian \n#Kiev\n#women'"
0,"b'I propose a 3 for 1 trade to #Ukraine. They get Biden, Harris, and Pelosi, and we get Zelensky.'"
1,"b'A 7 yrs old video, with content that could have been recorded just a couple weeks ago. So precise and full of unbiased information.\n\nSomeone has to #StopPutinNOW, or there wont be an end to this #war until nothing is left from #Ukraine'"
0,"b'Do you think Vladimir Vladimirovich Putin should be tried and then hung, or should we just skip the trial?\n#Ukraine'"
1,"b'The widespread belief #PutinWarCriminal invasion of #Ukraine is to return it back to Russia.  Does anyone want to tell him the majority of Russia used to be #Mongolia?  If he wants things back the way they used to be, he best be giving it back to the Mongols.'"
0,"b'What is happening in #Ukraine is an attempt at genocide by Russia, plain and simple.  #SlavaUkraini'"
0,"b'@TimesRadio @kaitborsay @thesundaytimes @HarryYorke1 @JasmineCC_95 @janemerrick23 @MrMotivator Wow @BorisJohnson was at a meeting when #Putin invaded #Ukraine, next you\xe2\x80\x99ll report he was drinking vodka &amp; eating caviar, oh by the way, there was nothing illegal, #Russia wasn\xe2\x80\x99t being sanctioned &amp; not all #Russians are #Putin lovers or supporters.\n#ScumMedia\n#BackBorisJohnson'"
1,b'I just wanted to tell the people of #Ukraine that beside #Russiamillitaryoperation  the world out there still is moving on and nothing changed so think wisely before you act \n#Israel stop terrorism in #Palestine'
0,"b'As a result of shelling in Kharkiv, a 9-year-old child and a man have died, according to Head of Regional State Administration Oleh Syniehubov. #Ukraine #UkraineRussianWar #StopWar'"
1,"b""The world's response to the war in #Ukraine has shown the pace at which unequivocal condemnation can be displayed - the same can't be said with @AbiyAhmedAli. The likes of @AbiyAhmedAli and Isaias Afwerki are architects of a genocide unfolding in Tigray. #TigrayGenocide @hrw"""
1,b'@ragipsoylu This is a great idea @POTUS offer #Turkey a mates rate deal on a Patriot Missile System on the proviso they donate the s400 to #Ukraine so they can #StopPutin then #USA can invite #Turkey back to the F35 fighter program @RTErdogan'
0,"b'According to my partner and advisor, Russia cannot win the war against Ukraine, unless they mobilize their reserves. It could take years to win the war. #Ukraine #Russia #analysis'"
1,b'#Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,b'Attention: Any of my friends in France willing to help take on a few families from #Ukraine until they can become enrolled in a program? \n\nDM if so. #radiology #MedTwitter'
0,b'#Ukraine Postering backfired \xf0\x9f\x98\x85\n#Russia Invaded Ukraine after warning of invasion\xf0\x9f\xa4\xa3NO Sympathy'
0,b'#Putin #Fascists who voted NOT to help #Ukraine\nRep Marjorie Taylor Greene (Georgia)\nRep Matt Gaetz (Florida)\nRep Lauren Boebert (Colorado)\nRep Thom Massie (Kentucky)\nRep Andy Biggs (Arizona)\nRep Dan Bishop (North Carolina)\nRep Glenn Grothman (Wisconsin)\nRep Chip Roy (Texas)'
1,"b""@Freethought221 @Andy_Gez_ It's only panic. The left are waking up to the fact the #EU has shamed itself on #Ukraine, the US is dozing &amp; Britain is leading in every way. The Ukranians keep telling them so, but reading the room is not a forte"""
1,"b'@potus @SpeakerPelosi @SenSanders WE HAVE TO DO MORE FOR -#Ukraine Please send 10 times more state-of-the-art missiles and systems and food, clothing, generators, &amp;c. PLEASE.'"
0,"b""Why text me ' I'm hungry' from a phone worth over 500k? O wrong Gon\n\n#NigerianidolS7 #Nigeria #Ukraine #fun #Tweet"""
0,b'@Heidemarie007 @MarekMenkiszak @GMRaidl @maraj60 @alexlist Thank you: This very informative insight into the arc of Russian history and how it now sheds light on what is happening to #Ukraine and the #UkarineRussiaWar.'
0,"b'#RussiaInvadedUkraine Vladimir #Putin is in ""a total panic"" about a revolution in #Moscow, which is why he is trying ""so brutally to snuff out the flame of freedom in #Ukraine"", Boris #Johnson has said. #Ukriane'"
1,b'@ZelenskyyUa is a true leader who has galvanized his people behind a common cause. @BorisJohnson is a serial manipulator who only cares about his @Conservatives cronies &amp; himself. No comparison between #Ukraine fight &amp; #brexit #JohnsonTheCorruptPM'
0,b'While the world continues to focus on #Ukraine millions are silently suffering in #Tigray. The IC must recognise #TigrayGenocide and hold @AbiyAhmedAli to account and bring an end to their suffering. @UKUN_NewYork @UNGeneva @vickyford'
1,"b""@yermolenko_v I wanted to ask @LatestAnonNews if it's possible to hack a cruise missile so when they fire in #Ukraine it will turn around towards the Kremlin"""
0,"b'The Int community has displayed their condemnation towards Russia, in light of the devastation in #Ukraine - while aiding and endorsing the genocidal regime in #Ethiopia. The selective outrage is leaving the Tigrayan people stuck in a genocidal war. #TigrayGenocide @jeremycorbyn'"
1,b'@YourAnonNews I saw this on @BBCWorld news this morning !!! Keep doing your good work!! \xf0\x9f\x99\x8f\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 #StopPutinNOW #Ukraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #DefendDemocracy #PutinWarCriminal #ClosetheSkyoverUkraine'
0,"b'#KIEV\n#Russia\n#Ukraine\n#Putin\n#POTUS\n\nBREAKING NEWS:\n""Today marks the 24th day of the special military operation to take Kyiv in 2 days.\xe2\x80\x9d'"
1,b'The costs of war can never truly be accounted for. #Ukraine #starwars'
0,"b""@MaxmusVictorius @FiveOhFour @KyivIndependent Seems like Russia's only hope is paying Trolls to beg #Ukraine to surrender."""
1,"b""@anders_aslund @NATO should do it now before he does more damage.\nNATO went into the Balkans to save civilians. #Ukraine for all NATO's nice words is no interest to them out of fear. Maybe Putin's own army will turn, as sometimes happens when Russian leaders are loosing."""
0,b'While our attention is being drawn towards #Ukraine\xe2\x80\xa6\nWe are STILL FACING #Votersuppression \nunequal access to financial services #PoliceBrutality \nUnequal access to medical services\nHigh maternal morbidity rate\n#unemployment \n#environmentalracism\n#ManufacturingConsent by Chomsky'
0,"b'@Count58368003 @AvivaKlompas @Daroff @Conf_of_Pres Violence is always wrong. Sadly it\xe2\x80\x99s a story of resistance vs brutal racist occupation.\nDavid with Goliath, \nPalestine vs a colonial Zionist occupation.\n\nPalestine is Ukraine.\nRussia is Israel.\n\n#visittelaviv\n#telaviv\n#ukraine\n#StandWithUkraine'"
1,"b'Ps119:148-151 My eyes stay open through the watches of the night, that I may meditate on your promises. Hear my voice in acc. w/ your love; preserve my life, Lord, acc. to your laws. Those who devise wicked schemes are near, but they are far from your law. #Ukraine #powerofprayer'"
1,"b'@SamRamani2 Germany is full of #NeoNazis,#protestants,#satanists,#sadomazohism,#gaypride,#LGBT.The most people in Germany have the devil on their mind.They are psycho people.They support #Ukraine,#Turkey and not #Orthodox #Hellas and #Cyprus.'"
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
1,b'We allowed that Russian doping skater to compete so the irony is pretty rich that Russia jailed #BrittneyGriner for pot. #Ukraine'
1,b'@TomTugendhat @kentfirerescue That\xe2\x80\x99s awesome. I love the Fire and Rescue Heroes. I\xe2\x80\x99m so glad they\xe2\x80\x99re able to do this. I hope they will be safe. God bless #Ukraine and all the heroes helping them.'
1,"b""@donaldtuskEPP @BorisJohnson is an abomination an absolute national disgrace &amp; I cannot believe he has the audacity 2 compare the shit show that is #Brexit 2 the war in #Ukraine\xf0\x9f\x87\xba\xf0\x9f\x87\xa6 I'm ashamed he uttered those words &amp; apologise 2 the people of #Ukraine\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\n#IStandWithUkraine \n#IStandWithZelenskyy"""
1,b'#Ukraine don\xe2\x80\x99t be sucked into political rhetoric.   Everyone is bad.  @mchooyah @lexfridman'
0,"b'Captivating russian leader adored by many as visionary, disparraged by many as a charlatan... started career at turn of century (1900s), misunderstood or bad guy Rasputin #Putin #Ukraine #History Repeats  #Nicholas II #History wins'"
1,"b'@guyverhofstadt Freedom has allowed the #UK to help #Ukraine whereas #EU\xe2\x80\x99s federalism across borders was slow &amp; lethargic due to not getting all the 27 countries to agree sanctions immediately &amp; even now, still not fully sanctioning #Russia'"
0,"b""Russia has a way of conquering #Ukraine. It lies south of them. It's called #China."""
0,"b'@SteveDaines glad to see you in #Poland.  I truly hope the delegation finds a way to visit #Ukraine.  3 heads of state did it, I don\xe2\x80\x99t see why you all couldn\xe2\x80\x99t as well!'"
1,"b'Time to pray that God will intervene since #Europe, #USA, #Nato ,  #UN providing only leftovers and vulture sitting babble to the detriment of #Ukrainan #Ukraine HEALTH, Safety and Security.'"
1,b'The world admirably reacted to what is happening in #Ukraine. let the world now show a fraction of that same reaction to what has been happening in #Tigray for 16 months by ending #TigraySiege. #StopTigrayGenocide @EU_Commission @SecBlinken @JosepBorrellF @antonioguterres'
0,"b'@porn_horse Yes,\n\n50 years old grandmother did not invade #Ukraine\n\nShe just went to the #Russian embassy during the last election and voted for #Putin\n\nShe also watches #Russia 24 channel and is convinced that Russian is ""liberating"" Ukraine from #Nazism\n\n#AllRussiansAreResponsible'"
0,"b""\xe2\x80\xbc\xef\xb8\x8f DON'T open windows right now! Suffocating smog in Kyiv! \xe2\x80\xbc\xef\xb8\x8f #kyiv #ukraine #war #alert #sirens"""
0,b'Sonic Boem!\xf0\x9f\x92\xa3deconstruction  or take it #Ukraine  #Oekra\xc3\xafne #Oekranie too stop \xf0\x9f\x91\x89 stop the not good war AZC cultuur #tweedekamer'
1,b'@ZarinaZabrisky @KyivIndependent Such courage \n#Ukraine \nLamp of Liberty \nfor the world \xf0\x9f\x8c\x8e'
1,"b'@mfa_russia @ZelenskyyUa @RussiaUN @RusEmbUSA @mission_russian @RussianEmbassy @EmbassyofRussia @RusEmbIndia @RusEmbJakarta @RF_OSCE @RusMission_EU @RussianEmbassyC After what #Russia has done to #Ukraine, Ukrainians have full right to hate Russians who supported that. Don\xe2\x80\x99t be so surprised. Don\xe2\x80\x99t fool yourself.'"
0,"b'#Putin wants multipolar world?\nAeroflot Boeing  &amp; Airbus. With Western sanctions whole fleet will be grounded for lack of required maintenance &amp; parts.\nAs Obama exclaimed, does# Russia make product anyone wants to buy!\n60% of GDP oil and gas. #Ukrayna #Ukraine  #\xd8\xb1\xd9\x88\xd8\xb3\xd9\x8a\xd8\xa7  #\xd8\xa7\xd9\x88\xd9\x83\xd8\xb1\xd8\xa7\xd9\x86\xd9\x8a\xd8\xa7'"
1,"b'@UNESCO @UN_News_Centre @UN @UN_PGA @UNESCOEU @UNGeneva @AAzoulay @antonioguterres @EXBChairUNESCO @PGC_of_UNESCO Is @UNESCO helping #Ukraine to save their #Cultural #Heritage ?\nThey should, as the principal institution of heritage.'"
0,"b""#odessa #odesa #ukraine #\xd0\xbe\xd0\xb4\xd0\xb5\xd1\x81\xd1\x81\xd0\xb0\nNow: 0.3\xc2\xb0C\nToday's Min: 0.3\xc2\xb0C at 00:00:00\nToday's Max: 0.3\xc2\xb0C at 00:00:00\nMonth's Min: -6.6\xc2\xb0C at 2022-03-11 06:32:52\nMonth's Max: 9.2\xc2\xb0C at 2022-03-15 15:21:23"""
1,"b""I watched the manipulation from the Western MSM over #Syria, but that was nothing compared to what I've seen since the start of #Russia-s operation in #Ukraine. Stories like the Ghost of Kiev and Snake Island will be retold for years to come ....as jokes!"""
1,b'@LatestAnonPress Hey @Nestle what the taste of bloody money you are still earning on business with russia? Taxes to the russian government = money for Putin on killing civilians and children in #Ukraine.\n#StopRussiaAggression #BoycottRussia  #StopWarInUkraine'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
1,b'Sonic Boem!\xf0\x9f\x92\xa3deconstruction  or take it #Ukraine  #Oekra\xc3\xafne #Oekranie too stop \xf0\x9f\x91\x89 stop the not good war.'
1,"b""@KremlinRussia_E It's so good your cosmonauts are wearing yellow in support of #Ukraine. Time to get your arse out of your neighbours property. Your not wanted."""
1,b'@Solana_Space @ProjectSerum @_AidForUkraine @everstake_pool We can show our love through helping others! Come on guy we all know what happen in #Ukraine  lets Unite and show our love and support \xf0\x9f\x92\xaa'
0,b'@NFLX1 I think they are just incompetent and unable to much. #ukraine'
0,b'So thoughtful of the @umichbball #Wolverines to wear yellow-and-blue uniforms in support of #Ukraine.\n=P\n\n@MarchMadnessMBB #TENNvsMICH #MarchMadness #NCAATournament #Tennessee #Michigan #GoBlue'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,b'@eliteprospects It just gets stuck in the mud of #Ukraine. Do you guys dream about taking a shower with #AlexOvechkin? #PutinHitler #NHL #RussiaBlows. #AttackRussiaNow'
0,b'@UkraineWire Why on earth would Ukraine want to do this? It\xe2\x80\x99s silly. It doesn\xe2\x80\x99t even work as a false flag as who would believe the Ukrainians would do this? Nobody. #ukraine'
0,"b""@DefiantLs now do one where the government calls #Putin a #NAZI and then show how #Ukraine literally has #NAZI regiments in their regular police and military and that's where our taxpayer money is going."""
0,"b""Neo-Nazis are traveling to #Ukraine to fight Russians.  The press won't report on how many and where they are located. Based on this outcome, it's probably not a good idea for #Zelensky or the Western media to broadcast Putin is losing War and the support of Russian citizens."""
0,b'2. by the #AzovBattalion in #Lviv against employees of the diplomatic missions of the #UnitedStates and other countries; the goal is is aimed at putting pressure on #NATO  countries to introduce a #NoFlyZone  over #Ukraine;'
0,b'#CIA secretly trained #Ukraine soldier. For what? Disaster?!'
0,b'Privileged to be sharing the same hotel as the #Ukraine #deaf #curling team. Smiling and positivity in the face of such adversity at home is humbling. And they won the mixed doubles\xe2\x80\xa6#Ukraine\xef\xb8\x8f #worldchampions #WeStandWithUkraine \xe2\x9d\xa4\xef\xb8\x8f'
0,"b'This OSINT investigation will soon be finishing, the last posts will be about 4 individuals who are believed to be linked to the torture of Maxim Ryndovskyi. Tracked some down using various OSINT Tools &amp; Techniques. #\xd0\x9c\xd0\xb0\xd0\xba\xd1\x81\xd0\xb8\xd0\xbc\xd0\xa0\xd1\x8b\xd0\xbd\xd0\xb4\xd0\xbe\xd0\xb2\xd1\x81\xd0\xba\xd0\xb8\xd0\xb9 #OSINT #warcrimes #Ukraine'"
1,"b'Media is plagued with stories about Russian women being sad. I know y\xe2\x80\x99all think it makes them look ridiculous. It\xe2\x80\x99s NOT giving. \n\nIf you stopped giving them attention and flooded news with how to stop Putin, USA and Europe would have gotten off their asses. \n\n#Ukraine'"
0,b'#BREAKING\n#Ukraine confirms that it will receive more U.S. Javelin and Stinger missiles within days'
1,"b'Mykolaiv Oblast Governor Vitalii Kim greets people with ""Good morning, we\'re from Ukraine""\n\nIts indirect meaning is ""Still kicking Russian army\'s asses""\n\n#UkraineConflict #Ukraine #Mykolayiv #StandWithUkriane'"
1,"b""I don't know why the tweet with the video of the Russian launcher sending thermobaric missiles was deleted, but I saw it and it's happening.\n\nPeople need to know that Ukrainians are being attacked with thermobaric missiles. The video was from 2-3 hours ago.\n\n#Ukraine"""
0,b'@pizzmoe Nobody listening bc #Ukraine'
0,"b'@tastiartness @elonmusk We told this discussion IS NOT with you, we don\'t know why you keep writing to us. Please continue\xf0\x9f\x8d\xaa ""enjoying some baking with a side of geopolitics and shittakes"", as your profile says. This kind of debate has nothing to do with our initial proposal: #Ukraine is nobody\'s prize.'"
1,"b'How does Lavrov, among others, sit there and tell us #Ukraine is bombing its own children, mothers, hospitals? I can understand why they\xe2\x80\x99d lie to their own people, but to the rest of the world? With real-time access to information? Do they think this will somehow work?'"
0,"b""Are you still in any doubt the #US is using #Ukraine in their war against #Russia? \nHere's a clue: \n#Iran &amp; #Venezuela are now no longer evil regimes to be sanctioned by the US as they look for alternative oil supplies. Anything can be revoked when Russia is the greater prize."""
1,b'The world will only be able to breathe again when this war criminal Putin and his helpers are behind bars or in the grave.\n\n#StandWithUkraine\xe2\x9c\x8a #StopWar\xf0\x9f\x95\x8a\xef\xb8\x8f #StopPutin\xf0\x9f\x9b\x91 #Ukraine\xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #Russia\xf0\x9f\x87\xb7\xf0\x9f\x87\xba #UN\xf0\x9f\x87\xba\xf0\x9f\x87\xb3'
1,"b""@rianru #Kadyrov literally wouldn't know liberation if it bit him on his barren soul. #Ukraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 \xf0\x9f\x8c\xbb \xe2\x9c\x8c\xf0\x9f\x8f\xbb #SlavaUkraini #UkraineInvasion #Putin #WarCrimes #PutinWarCrimes #Russia #StopPutin #StopPutinNOW #HETBO\xd0\x99HE"""
1,b'@olgatokariuk @operativnozsu #BelarusBob will go to his grave with that. #Ukraine'
1,b'Whatever u call him whatever u do to tarnish his image but the fact remains he is achieving what is in the interest of his country. NATO tried to encircle Russia but Putin fireback and invaded Ukraine and then Ukraine was betrayed by NATO\n#Kremlin #Ukraine'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,"b'@ChineseEmbinUS it is your time. Claim @Russia far east NOW! @japan it is also you time, claim Kuril islads yours. #ukraine #WARINUKRAINE'"
1,"b'@BrigidLaffan @fascinatorfun @BorisJohnson and you compare yourself to #Ukraine ... Boris, the only thing you threw yourself on was a boy on a soccer field -- to steal a goal. I once had such high hopes for your government especially after the shambles of Corbyn. But you have utterly shamed Great Britain. \xf0\x9f\x87\xac\xf0\x9f\x87\xa7'"
1,"b'@POTUS Mariupol would have avoided a bombing of a theater with kids in it, camps, and deportations to Russia if you gave UA air support and didn\xe2\x80\x99t waste time chatting about sanctions. \n#Ukraine #Mariupol'"
1,b'Putin wants a multipolar world?\nA country with an economy half of Spain\xe2\x80\x99s.\nKilling Syrians and Chechens with abandon doesn\xe2\x80\x99t make a great power.\nInvading the peaceful neighbor #Ukraine is nothing short of vile conduct condemned by most of the world. #Russia #\xd8\xb1\xd9\x88\xd8\xb3\xd9\x8a\xd8\xa7 #\xd8\xa7\xd9\x88\xd9\x83\xd8\xb1\xd8\xa7\xd9\x86\xd9\x8a\xd8\xa7'
0,"b'Interesting to remember, #Ukraine affirmed to be a neutral state in its 1991 Ind. Declaration.: The Ukrainian SSR solemnly declares its intention of becoming a permanently neutral state that does not participate in military blocs and adheres to three nuclear free principles...'"
0,b'@donaldtuskEPP @BorisJohnson &amp; his populist ToryBrexit govt don\xe2\x80\x99t speak for me or anyone I know. He\xe2\x80\x99s realised #Brexit has failed &amp; is scrambling around trying to re-sell it to his dwindling base. Comparing it to the #Ukraine is just obscene. #GTTO'
1,b'@TomCottonAR Why did you vote against aid for #Ukraine?'
1,"b""Wow, I see #alexovechkin still has a photo of him and murderer #Putin on his #Instagram page. The audacity of that guy. He just doesn't give two $hits about #Ukraine. #NHL, you need to discipline this guy. I don't care if he's #JesusChrist, he's in cahoots with a war criminal."""
1,"b'Russian snipers, Just KILL PUTIN.\n\n#killputin #putin #russia #PutinWarCriminal #ukraine #UkraineUnderAttack #RussiaInvadedUkraine #RussiaUkraineWar'"
1,b'Anyone curious about the yellow \xe2\x80\x9cswoosh\xe2\x80\x9d on Rublev\xe2\x80\x99s headband? Doesn\xe2\x80\x99t match any other in his outfit.  Subtle support for #Ukraine ? \n\n#BNPParibasOpen #rublev #fritz'
1,"b""The world rallies to support #Ukraine while the practical reality amounts to genocide. It's increasingly difficult to absorb the consequences of what is a scorched earth land grab."""
0,"b""Russia's Defense Ministry claims Ukrainian nationalists are preparing false-flag chemical attacks in the Sumska and Nikolayevsk regions.\n#UkraineCrisis #Ukraine\xef\xb8\x8fWar #ukraine #Russia"""
1,b'@RhonddaBryant @Spike15792342 At a loss how we move forward I think most people are horrified by the actions of Tories unreal in 2022 #Ukraine #Partygate #POFerries  #CPSC22 #CovidCrisis #JohnsonOut54'
1,b'Who wants to go half on the bounty for internet sleuthing out a Russian Oligarch? HMU #BoycottRussia #Ukraine #Ukraine\xef\xb8\x8f'
0,"b'@lexingtonwinter @m_suchkov Guess the eastward expansion of NATO was just a dream then and if #Ukraine ended up joining NATO, there won\xe2\x80\x99t be nuclear missiles pointed at Moscow - on the other hand, maybe Russia/China need to push nuclear missile bases on its allies in South America now - maybe that\xe2\x80\x99ll work'"
1,"b'@BillAckman @Ukraine USSR fought in Afghanistan for 10 years, 15k dead. How important is territory that has capital 540 miles from Moscow creating trouble? War won\xe2\x80\x99t stop anytime soon, Russia already paid, and only win is all of Ukraine, world community made it zero sum. #ukraine #russia'"
0,b'@rnz_news The only reason they would use it is if #ukraine air defence if effective - thing is they have a limited arsenal of the hypers- also no more effective that standard missiles - just faster #PutinIsaWarCriminal #PutinHitler #russianpigs'
